order_id,date,product,category,region,sales_rep,quantity,unit_cost,unit_price,revenue,cost,profit
1997,2023-06-29,Headphones,Electronics,West,Carol,9,60,150,1350,540,810
1998,2023-06-29,Standing Desk,Furniture,North,David,9,300,650,5850,2700,3150
1999,2023-06-29,Wireless Mouse,Electronics,East,David,3,15,35,105,45,60
2000,2023-06-29,Keyboard Mech,Electronics,East,Carol,2,55,130,260,110,150
2001,2023-06-29,Notebook Set,Stationery,East,Carol,6,5,18,108,30,78
2002,2023-06-30,Pen Pack,Stationery,South,Eva,2,3,12,24,6,18
2003,2023-06-30,Desk Lamp,Furniture,East,Carol,9,25,65,585,225,360
2004,2023-06-30,Notebook Set,Stationery,West,Alice,9,5,18,162,45,117
2005,2023-07-01,Desk Lamp,Furniture,South,Bob,5,25,65,325,125,200
2006,2023-07-01,Keyboard Mech,Electronics,West,Alice,6,55,130,780,330,450
2007,2023-07-01,Wireless Mouse,Electronics,East,Carol,3,15,35,105,45,60
2008,2023-07-01,Keyboard Mech,Electronics,West,Carol,5,55,130,650,275,375
2009,2023-07-01,Monitor 24in,Electronics,West,David,6,180,380,2280,1080,1200
2010,2023-07-01,USB-C Hub,Electronics,South,Frank,3,20,55,165,60,105
2011,2023-07-02,Keyboard Mech,Electronics,North,Bob,5,55,130,650,275,375
2012,2023-07-02,USB-C Hub,Electronics,North,David,7,20,55,385,140,245
2013,2023-07-02,Headphones,Electronics,,David,1,60,150,150,60,90
2014,2023-07-02,Headphones,Electronics,South,Alice,2,60,150,300,120,180
2015,2023-07-03,Pen Pack,Stationery,East,David,5,3,12,60,15,45
2016,2023-07-03,Keyboard Mech,Electronics,South,Alice,3,55,130,390,165,225
2017,2023-07-03,Laptop Pro,Electronics,East,David,6,700,1200,7200,4200,3000
2018,2023-07-03,Monitor 24in,Electronics,West,Bob,9,180,380,3420,1620,1800
2019,2023-07-03,Sticky Notes,Stationery,West,Frank,9,2,8,72,18,54
2020,2023-07-03,Sticky Notes,Stationery,East,Carol,10,2,8,80,20,60
2021,2023-07-03,Monitor 24in,Electronics,North,David,9,180,380,3420,1620,1800
2022,2023-07-03,Standing Desk,Furniture,South,Carol,6,300,650,3900,1800,2100
2023,2023-07-04,Laptop Pro,Electronics,South,Carol,9,700,1200,10800,6300,4500
2024,2023-07-04,Standing Desk,Furniture,West,David,8,300,650,5200,2400,2800
2025,2023-07-04,Standing Desk,Furniture,East,Eva,1,300,650,650,300,350
2026,2023-07-05,Laptop Pro,Electronics,West,Eva,9,700,1200,10800,6300,4500
2027,2023-07-05,Pen Pack,Stationery,West,David,7,3,12,84,21,63
2028,2023-07-05,Office Chair,Furniture,South,Eva,5,150,320,1600,750,850
2029,2023-07-05,Desk Lamp,Furniture,East,David,5,25,65,325,125,200
2030,2023-07-06,Wireless Mouse,Electronics,North,Frank,3,15,35,105,45,60
2031,2023-07-06,Monitor 24in,Electronics,West,Bob,10,180,380,3800,1800,2000
2032,2023-07-06,Notebook Set,Stationery,North,Bob,1,5,18,18,5,13
2033,2023-07-06,Wireless Mouse,Electronics,West,Frank,5,15,35,175,75,100
2034,2023-07-07,Office Chair,Furniture,West,Bob,2,150,320,640,300,340
2035,2023-07-07,Notebook Set,Stationery,West,Carol,7,5,18,126,35,91
2036,2023-07-07,Monitor 24in,Electronics,South,Alice,1,180,380,380,180,200
2037,2023-07-08,Pen Pack,Stationery,South,Bob,2,3,12,24,6,18
2038,2023-07-08,Standing Desk,Furniture,North,Frank,7,300,650,4550,2100,2450
2039,2023-07-08,Office Chair,Furniture,West,Bob,7,150,320,2240,1050,1190
2040,2023-07-08,Sticky Notes,Stationery,North,Eva,1,2,8,8,2,6
2041,2023-07-08,Keyboard Mech,Electronics,East,Carol,4,55,130,520,220,300
2042,2023-07-09,Keyboard Mech,Electronics,North,Carol,1,55,130,130,55,75
2043,2023-07-09,Monitor 24in,Electronics,North,Frank,5,180,380,1900,900,1000
2044,2023-07-09,Office Chair,Furniture,West,Carol,2,150,320,640,300,340
2045,2023-07-09,Laptop Pro,Electronics,North,David,3,700,1200,3600,2100,1500
2046,2023-07-10,Laptop Pro,Electronics,West,Frank,1,700,1200,1200,700,500
2047,2023-07-10,Desk Lamp,Furniture,North,Bob,3,25,65,195,75,120
2048,2023-07-10,USB-C Hub,Electronics,East,Frank,8,20,55,440,160,280
2049,2023-07-10,Laptop Pro,Electronics,South,Frank,1,700,1200,1200,700,500
2050,2023-07-11,Wireless Mouse,Electronics,East,Eva,3,15,35,105,45,60
2051,2023-07-11,Keyboard Mech,Electronics,West,Frank,6,55,130,780,330,450
2052,2023-07-11,Office Chair,Furniture,East,Frank,1,150,320,320,150,170
2053,2023-07-11,USB-C Hub,Electronics,West,Frank,5,20,55,275,100,175
2054,2023-07-11,Monitor 24in,Electronics,West,Bob,9,180,380,3420,1620,1800
2055,2023-07-11,Desk Lamp,Furniture,East,Frank,3,25,65,195,75,120
2056,2023-07-11,Monitor 24in,Electronics,South,Alice,5,180,380,1900,900,1000
2057,2023-07-12,USB-C Hub,Electronics,East,Eva,8,20,55,440,160,280
2058,2023-07-12,Notebook Set,Stationery,,Frank,8,5,18,144,40,104
2059,2023-07-12,Headphones,Electronics,North,Eva,7,60,150,1050,420,630
2060,2023-07-12,Notebook Set,Stationery,North,Frank,10,5,18,180,50,130
2061,2023-07-12,Headphones,Electronics,West,Eva,7,60,150,1050,420,630
2062,2023-07-12,USB-C Hub,Electronics,West,Frank,10,20,55,550,200,350
2063,2023-07-12,Notebook Set,Stationery,North,Alice,2,5,18,36,10,26
2064,2023-07-13,USB-C Hub,Electronics,West,Bob,1,20,55,55,20,35
2065,2023-07-13,Wireless Mouse,Electronics,West,Frank,1,15,35,35,15,20
2066,2023-07-13,Monitor 24in,Electronics,East,Alice,9,180,380,3420,1620,1800
2067,2023-07-13,Notebook Set,Stationery,North,Alice,4,5,18,72,20,52
2068,2023-07-14,Keyboard Mech,Electronics,North,David,8,55,130,1040,440,600
2069,2023-07-14,Keyboard Mech,Electronics,West,Carol,1,55,130,130,55,75
2070,2023-07-14,Sticky Notes,Stationery,East,Eva,1,2,8,8,2,6
2071,2023-07-14,Laptop Pro,Electronics,North,Bob,2,700,1200,2400,1400,1000
2072,2023-07-15,Wireless Mouse,Electronics,West,Bob,2,15,35,70,30,40
2073,2023-07-15,Office Chair,Furniture,South,Eva,9,150,320,2880,1350,1530
2074,2023-07-15,Sticky Notes,Stationery,North,Frank,9,2,8,72,18,54
2075,2023-07-15,Desk Lamp,Furniture,West,Alice,6,25,65,390,150,240
2076,2023-07-15,USB-C Hub,Electronics,East,Frank,3,20,55,165,60,105
2077,2023-07-15,USB-C Hub,Electronics,West,Carol,9,20,55,495,180,315
2078,2023-07-15,Notebook Set,Stationery,East,Carol,9,5,18,162,45,117
2079,2023-07-16,Keyboard Mech,Electronics,East,Eva,7,55,130,910,385,525
2080,2023-07-16,Office Chair,Furniture,West,Eva,10,150,320,3200,1500,1700
2081,2023-07-16,Sticky Notes,Stationery,West,David,5,2,8,40,10,30
2082,2023-07-16,Pen Pack,Stationery,East,Eva,1,3,12,12,3,9
2083,2023-07-16,Laptop Pro,Electronics,East,Alice,9,700,1200,10800,6300,4500
2084,2023-07-16,Standing Desk,Furniture,East,Alice,4,300,650,2600,1200,1400
2085,2023-07-17,Standing Desk,Furniture,South,Alice,9,300,650,5850,2700,3150
2086,2023-07-17,Laptop Pro,Electronics,South,Carol,8,700,1200,9600,5600,4000
2087,2023-07-17,Notebook Set,Stationery,East,Carol,10,5,18,180,50,130
2088,2023-07-17,Wireless Mouse,Electronics,South,Frank,10,15,35,350,150,200
2089,2023-07-17,Wireless Mouse,Electronics,South,David,6,15,35,210,90,120
2090,2023-07-17,Sticky Notes,Stationery,North,Eva,10,2,8,80,20,60
2091,2023-07-17,Keyboard Mech,Electronics,West,Alice,5,55,130,650,275,375
2092,2023-07-17,Laptop Pro,Electronics,West,David,6,700,1200,7200,4200,3000
2093,2023-07-18,Office Chair,Furniture,West,Alice,10,150,320,3200,1500,1700
2094,2023-07-18,Standing Desk,Furniture,South,Carol,9,300,650,5850,2700,3150
2095,2023-07-18,Headphones,Electronics,West,David,4,60,150,600,240,360
2096,2023-07-19,Desk Lamp,Furniture,West,Carol,9,25,65,585,225,360
2097,2023-07-19,Pen Pack,Stationery,North,David,3,3,12,36,9,27
2098,2023-07-19,Desk Lamp,Furniture,East,Alice,1,25,65,65,25,40
2099,2023-07-19,Pen Pack,Stationery,South,Bob,9,3,12,108,27,81
2100,2023-07-19,Monitor 24in,Electronics,West,Frank,9,180,380,3420,1620,1800
2101,2023-07-19,Desk Lamp,Furniture,South,Bob,4,25,65,260,100,160
2102,2023-07-19,Wireless Mouse,Electronics,East,Frank,5,15,35,175,75,100
2103,2023-07-20,Wireless Mouse,Electronics,West,Carol,2,15,35,70,30,40
2104,2023-07-20,Notebook Set,Stationery,North,Carol,4,5,18,72,20,52
2105,2023-07-20,USB-C Hub,Electronics,West,Eva,6,20,55,330,120,210
2106,2023-07-20,USB-C Hub,Electronics,South,Bob,8,20,55,440,160,280
2107,2023-07-20,Keyboard Mech,Electronics,North,Alice,6,55,130,780,330,450
2108,2023-07-20,Sticky Notes,Stationery,South,Carol,1,2,8,8,2,6
2109,2023-07-20,Laptop Pro,Electronics,North,Carol,6,700,1200,7200,4200,3000
2110,2023-07-21,Monitor 24in,Electronics,South,Bob,1,180,380,380,180,200
2111,2023-07-21,Headphones,Electronics,West,Eva,9,60,150,1350,540,810
2112,2023-07-21,Sticky Notes,Stationery,North,David,3,2,8,24,6,18
2113,2023-07-21,Desk Lamp,Furniture,South,Alice,9,25,65,585,225,360
2114,2023-07-21,Standing Desk,Furniture,East,Alice,4,300,650,2600,1200,1400
2115,2023-07-21,Monitor 24in,Electronics,East,Frank,1,180,380,380,180,200
2116,2023-07-22,Notebook Set,Stationery,,Frank,2,5,18,36,10,26
2117,2023-07-22,Pen Pack,Stationery,North,Carol,4,3,12,48,12,36
2118,2023-07-22,Monitor 24in,Electronics,South,Bob,10,180,380,3800,1800,2000
2119,2023-07-22,Headphones,Electronics,North,Alice,8,60,150,1200,480,720
2120,2023-07-22,Office Chair,Furniture,West,David,9,150,320,2880,1350,1530
2121,2023-07-22,Sticky Notes,Stationery,,Frank,3,2,8,24,6,18
2122,2023-07-22,Notebook Set,Stationery,South,Eva,6,5,18,108,30,78
2123,2023-07-22,Standing Desk,Furniture,West,Alice,1,300,650,650,300,350
2124,2023-07-23,Standing Desk,Furniture,West,Frank,4,300,650,2600,1200,1400
2125,2023-07-23,USB-C Hub,Electronics,South,David,2,20,55,110,40,70
2126,2023-07-23,Office Chair,Furniture,East,Eva,10,150,320,3200,1500,1700
2127,2023-07-23,Notebook Set,Stationery,South,Frank,8,5,18,144,40,104
2128,2023-07-23,USB-C Hub,Electronics,South,Bob,10,20,55,550,200,350
2129,2023-07-23,Standing Desk,Furniture,West,Bob,9,300,650,5850,2700,3150
2130,2023-07-23,Keyboard Mech,Electronics,East,Alice,10,55,130,1300,550,750
2131,2023-07-24,Headphones,Electronics,South,Frank,2,60,150,300,120,180
2132,2023-07-24,Laptop Pro,Electronics,West,David,6,700,1200,7200,4200,3000
2133,2023-07-24,Standing Desk,Furniture,East,Bob,8,300,650,5200,2400,2800
2134,2023-07-24,Office Chair,Furniture,North,Eva,2,150,320,640,300,340
2135,2023-07-24,Desk Lamp,Furniture,South,Eva,5,25,65,325,125,200
2136,2023-07-24,Office Chair,Furniture,East,Alice,4,150,320,1280,600,680
2137,2023-07-24,Sticky Notes,Stationery,West,Frank,8,2,8,64,16,48
2138,2023-07-25,Notebook Set,Stationery,West,David,3,5,18,54,15,39
2139,2023-07-25,USB-C Hub,Electronics,North,David,3,20,55,165,60,105
2140,2023-07-25,Laptop Pro,Electronics,South,Frank,5,700,1200,6000,3500,2500
2141,2023-07-25,Keyboard Mech,Electronics,North,Bob,4,55,130,520,220,300
2142,2023-07-25,Monitor 24in,Electronics,East,David,10,180,380,3800,1800,2000
2143,2023-07-25,Office Chair,Furniture,North,Eva,7,150,320,2240,1050,1190
2144,2023-07-25,Sticky Notes,Stationery,West,Eva,7,2,8,56,14,42
2145,2023-07-25,Sticky Notes,Stationery,North,Eva,10,2,8,80,20,60
2146,2023-07-26,Monitor 24in,Electronics,North,Bob,8,180,380,3040,1440,1600
2147,2023-07-26,Headphones,Electronics,North,Eva,9,60,150,1350,540,810
2148,2023-07-26,Pen Pack,Stationery,North,Bob,9,3,12,108,27,81
2149,2023-07-27,Monitor 24in,Electronics,East,David,7,180,380,2660,1260,1400
2150,2023-07-27,USB-C Hub,Electronics,North,Frank,7,20,55,385,140,245
2151,2023-07-27,Headphones,Electronics,West,Alice,3,60,150,450,180,270
2152,2023-07-27,Sticky Notes,Stationery,South,David,9,2,8,72,18,54
2153,2023-07-27,Pen Pack,Stationery,South,David,6,3,12,72,18,54
2154,2023-07-28,Sticky Notes,Stationery,North,Carol,4,2,8,32,8,24
2155,2023-07-28,Notebook Set,Stationery,North,Alice,3,5,18,54,15,39
2156,2023-07-28,Wireless Mouse,Electronics,North,Eva,8,15,35,280,120,160
2157,2023-07-28,Sticky Notes,Stationery,South,David,7,2,8,56,14,42
2158,2023-07-28,Headphones,Electronics,South,Carol,7,60,150,1050,420,630
2159,2023-07-28,Desk Lamp,Furniture,South,Bob,3,25,65,195,75,120
2160,2023-07-28,Sticky Notes,Stationery,East,Frank,1,2,8,8,2,6
2161,2023-07-29,Standing Desk,Furniture,South,Bob,3,300,650,1950,900,1050
2162,2023-07-29,Laptop Pro,Electronics,North,David,10,700,1200,12000,7000,5000
2163,2023-07-29,Monitor 24in,Electronics,North,Eva,8,180,380,3040,1440,1600
2164,2023-07-29,Monitor 24in,Electronics,West,David,4,180,380,1520,720,800
2165,2023-07-29,Pen Pack,Stationery,North,Bob,8,3,12,96,24,72
2166,2023-07-29,Headphones,Electronics,South,Alice,5,60,150,750,300,450
2167,2023-07-30,USB-C Hub,Electronics,North,Bob,1,20,55,55,20,35
2168,2023-07-30,Laptop Pro,Electronics,East,Carol,10,700,1200,12000,7000,5000
2169,2023-07-30,Wireless Mouse,Electronics,South,Bob,1,15,35,35,15,20
2170,2023-07-30,Keyboard Mech,Electronics,South,David,5,55,130,650,275,375
2171,2023-07-31,Desk Lamp,Furniture,North,Carol,6,25,65,390,150,240
2172,2023-07-31,Notebook Set,Stationery,North,David,6,5,18,108,30,78
2173,2023-07-31,Headphones,Electronics,South,Alice,2,60,150,300,120,180
2174,2023-07-31,Sticky Notes,Stationery,West,Eva,5,2,8,40,10,30
2175,2023-07-31,Office Chair,Furniture,North,Eva,4,150,320,1280,600,680
2176,2023-07-31,Sticky Notes,Stationery,West,Frank,9,2,8,72,18,54
2177,2023-07-31,Sticky Notes,Stationery,East,David,10,2,8,80,20,60
2178,2023-07-31,Desk Lamp,Furniture,East,Bob,6,25,65,390,150,240
2179,2023-08-01,Desk Lamp,Furniture,West,David,8,25,65,520,200,320
2180,2023-08-01,USB-C Hub,Electronics,East,Bob,10,20,55,550,200,350
2181,2023-08-01,Laptop Pro,Electronics,,Frank,2,700,1200,2400,1400,1000
2182,2023-08-01,Wireless Mouse,Electronics,West,David,4,15,35,140,60,80
2183,2023-08-01,Laptop Pro,Electronics,South,Alice,6,700,1200,7200,4200,3000
2184,2023-08-01,Keyboard Mech,Electronics,East,Alice,4,55,130,520,220,300
2185,2023-08-01,Standing Desk,Furniture,East,Alice,5,300,650,3250,1500,1750
2186,2023-08-02,Keyboard Mech,Electronics,North,Bob,6,55,130,780,330,450
2187,2023-08-02,Office Chair,Furniture,West,David,6,150,320,1920,900,1020
2188,2023-08-02,Laptop Pro,Electronics,West,Eva,3,700,1200,3600,2100,1500
2189,2023-08-03,Monitor 24in,Electronics,North,Eva,7,180,380,2660,1260,1400
2190,2023-08-03,Standing Desk,Furniture,East,Eva,10,300,650,6500,3000,3500
2191,2023-08-03,Headphones,Electronics,East,Carol,1,60,150,150,60,90
2192,2023-08-03,Wireless Mouse,Electronics,North,Carol,3,15,35,105,45,60
2193,2023-08-03,Pen Pack,Stationery,West,Bob,9,3,12,108,27,81
2194,2023-08-04,Wireless Mouse,Electronics,East,Frank,5,15,35,175,75,100
2195,2023-08-04,Laptop Pro,Electronics,West,Bob,5,700,1200,6000,3500,2500
2196,2023-08-04,Notebook Set,Stationery,East,Bob,8,5,18,144,40,104
2197,2023-08-04,Headphones,Electronics,East,Alice,5,60,150,750,300,450
2198,2023-08-04,Office Chair,Furniture,North,David,2,150,320,640,300,340
2199,2023-08-04,Headphones,Electronics,West,Frank,3,60,150,450,180,270
2200,2023-08-04,Headphones,Electronics,South,Alice,5,60,150,750,300,450
2201,2023-08-05,Keyboard Mech,Electronics,North,David,3,55,130,390,165,225
2202,2023-08-05,Pen Pack,Stationery,East,Alice,9,3,12,108,27,81
2203,2023-08-05,Keyboard Mech,Electronics,East,David,10,55,130,1300,550,750
2204,2023-08-05,Laptop Pro,Electronics,East,Alice,2,700,1200,2400,1400,1000
2205,2023-08-05,Desk Lamp,Furniture,South,Carol,5,25,65,325,125,200
2206,2023-08-05,Office Chair,Furniture,East,David,4,150,320,1280,600,680
2207,2023-08-05,Keyboard Mech,Electronics,South,Carol,2,55,130,260,110,150
2208,2023-08-06,Laptop Pro,Electronics,North,Bob,10,700,1200,12000,7000,5000
2209,2023-08-06,Headphones,Electronics,East,Bob,6,60,150,900,360,540
2210,2023-08-06,Sticky Notes,Stationery,South,Alice,5,2,8,40,10,30
2211,2023-08-07,Desk Lamp,Furniture,North,Bob,6,25,65,390,150,240
2212,2023-08-07,Laptop Pro,Electronics,North,Alice,8,700,1200,9600,5600,4000
2213,2023-08-07,Pen Pack,Stationery,West,Bob,1,3,12,12,3,9
2214,2023-08-07,Sticky Notes,Stationery,West,Eva,10,2,8,80,20,60
2215,2023-08-07,Notebook Set,Stationery,South,Frank,5,5,18,90,25,65
2216,2023-08-08,Headphones,Electronics,West,Eva,2,60,150,300,120,180
2217,2023-08-08,USB-C Hub,Electronics,West,Alice,2,20,55,110,40,70
2218,2023-08-08,Monitor 24in,Electronics,West,David,5,180,380,1900,900,1000
2219,2023-08-08,Office Chair,Furniture,East,Carol,4,150,320,1280,600,680
2220,2023-08-08,Pen Pack,Stationery,East,Carol,3,3,12,36,9,27
2221,2023-08-08,Monitor 24in,Electronics,West,Alice,8,180,380,3040,1440,1600
2222,2023-08-08,Notebook Set,Stationery,South,Carol,8,5,18,144,40,104
2223,2023-08-08,Notebook Set,Stationery,North,David,10,5,18,180,50,130
2224,2023-08-09,Wireless Mouse,Electronics,North,Carol,6,15,35,210,90,120
2225,2023-08-09,Headphones,Electronics,West,Bob,8,60,150,1200,480,720
2226,2023-08-09,Desk Lamp,Furniture,West,David,4,25,65,260,100,160
2227,2023-08-09,Wireless Mouse,Electronics,West,David,6,15,35,210,90,120
2228,2023-08-09,Desk Lamp,Furniture,South,Bob,6,25,65,390,150,240
2229,2023-08-09,Keyboard Mech,Electronics,West,Alice,2,55,130,260,110,150
2230,2023-08-09,Desk Lamp,Furniture,North,David,10,25,65,650,250,400
2231,2023-08-09,USB-C Hub,Electronics,North,Eva,5,20,55,275,100,175
2232,2023-08-10,Keyboard Mech,Electronics,West,Carol,10,55,130,1300,550,750
2233,2023-08-10,Monitor 24in,Electronics,South,Eva,1,180,380,380,180,200
2234,2023-08-10,Keyboard Mech,Electronics,South,David,1,55,130,130,55,75
2235,2023-08-11,Standing Desk,Furniture,West,Bob,7,300,650,4550,2100,2450
2236,2023-08-11,Office Chair,Furniture,East,David,6,150,320,1920,900,1020
2237,2023-08-11,Sticky Notes,Stationery,North,Eva,6,2,8,48,12,36
2238,2023-08-11,Headphones,Electronics,East,Alice,7,60,150,1050,420,630
2239,2023-08-11,Notebook Set,Stationery,North,Frank,9,5,18,162,45,117
2240,2023-08-11,Headphones,Electronics,East,Alice,6,60,150,900,360,540
2241,2023-08-11,Office Chair,Furniture,West,Frank,7,150,320,2240,1050,1190
2242,2023-08-12,Sticky Notes,Stationery,West,Eva,7,2,8,56,14,42
2243,2023-08-12,Office Chair,Furniture,South,Eva,3,150,320,960,450,510
2244,2023-08-12,Pen Pack,Stationery,South,Carol,6,3,12,72,18,54
2245,2023-08-12,Keyboard Mech,Electronics,North,Frank,3,55,130,390,165,225
2246,2023-08-12,Laptop Pro,Electronics,West,Frank,3,700,1200,3600,2100,1500
2247,2023-08-13,USB-C Hub,Electronics,West,David,2,20,55,110,40,70
2248,2023-08-13,Sticky Notes,Stationery,South,David,10,2,8,80,20,60
2249,2023-08-13,Headphones,Electronics,West,David,7,60,150,1050,420,630
2250,2023-08-13,Notebook Set,Stationery,North,Eva,4,5,18,72,20,52
2251,2023-08-13,Monitor 24in,Electronics,East,David,4,180,380,1520,720,800
2252,2023-08-13,Headphones,Electronics,North,Eva,10,60,150,1500,600,900
2253,2023-08-14,Sticky Notes,Stationery,West,Frank,6,2,8,48,12,36
2254,2023-08-14,Wireless Mouse,Electronics,East,David,3,15,35,105,45,60
2255,2023-08-14,Headphones,Electronics,North,Bob,2,60,150,300,120,180
2256,2023-08-14,Monitor 24in,Electronics,East,Eva,2,180,380,760,360,400
2257,2023-08-14,Laptop Pro,Electronics,North,David,6,700,1200,7200,4200,3000
2258,2023-08-14,Monitor 24in,Electronics,East,David,9,180,380,3420,1620,1800
2259,2023-08-15,Standing Desk,Furniture,East,Frank,5,300,650,3250,1500,1750
2260,2023-08-15,Desk Lamp,Furniture,West,Eva,5,25,65,325,125,200
2261,2023-08-15,USB-C Hub,Electronics,East,Frank,10,20,55,550,200,350
2262,2023-08-15,Desk Lamp,Furniture,North,Bob,1,25,65,65,25,40
2263,2023-08-15,Headphones,Electronics,East,Carol,2,60,150,300,120,180
2264,2023-08-16,Desk Lamp,Furniture,East,Alice,5,25,65,325,125,200
2265,2023-08-16,Sticky Notes,Stationery,South,Frank,2,2,8,16,4,12
2266,2023-08-16,Monitor 24in,Electronics,East,Frank,6,180,380,2280,1080,1200
2267,2023-08-16,Office Chair,Furniture,North,Carol,8,150,320,2560,1200,1360
2268,2023-08-17,USB-C Hub,Electronics,South,David,10,20,55,550,200,350
2269,2023-08-17,Pen Pack,Stationery,West,Frank,7,3,12,84,21,63
2270,2023-08-17,Keyboard Mech,Electronics,East,Alice,3,55,130,390,165,225
2271,2023-08-18,Standing Desk,Furniture,West,David,2,300,650,1300,600,700
2272,2023-08-18,Monitor 24in,Electronics,South,David,5,180,380,1900,900,1000
2273,2023-08-18,Keyboard Mech,Electronics,South,Eva,7,55,130,910,385,525
2274,2023-08-18,Pen Pack,Stationery,West,David,1,3,12,12,3,9
2275,2023-08-18,Keyboard Mech,Electronics,North,Alice,6,55,130,780,330,450
2276,2023-08-18,Headphones,Electronics,West,Eva,6,60,150,900,360,540
2277,2023-08-18,Keyboard Mech,Electronics,East,Alice,5,55,130,650,275,375
2278,2023-08-18,Standing Desk,Furniture,South,Frank,10,300,650,6500,3000,3500
2279,2023-08-19,Desk Lamp,Furniture,South,Carol,4,25,65,260,100,160
2280,2023-08-19,Headphones,Electronics,North,Alice,1,60,150,150,60,90
2281,2023-08-19,Pen Pack,Stationery,West,Carol,2,3,12,24,6,18
2282,2023-08-19,Office Chair,Furniture,North,Alice,5,150,320,1600,750,850
2283,2023-08-19,Desk Lamp,Furniture,South,Eva,2,25,65,130,50,80
2284,2023-08-19,Keyboard Mech,Electronics,North,Alice,2,55,130,260,110,150
2285,2023-08-19,Desk Lamp,Furniture,South,Alice,3,25,65,195,75,120
2286,2023-08-19,Sticky Notes,Stationery,West,Frank,3,2,8,24,6,18
2287,2023-08-20,Keyboard Mech,Electronics,East,David,8,55,130,1040,440,600
2288,2023-08-20,Sticky Notes,Stationery,North,Carol,6,2,8,48,12,36
2289,2023-08-20,Laptop Pro,Electronics,North,Carol,7,700,1200,8400,4900,3500
2290,2023-08-21,USB-C Hub,Electronics,South,Eva,8,20,55,440,160,280
2291,2023-08-21,Pen Pack,Stationery,North,Bob,3,3,12,36,9,27
2292,2023-08-21,Headphones,Electronics,North,David,7,60,150,1050,420,630
2293,2023-08-21,Sticky Notes,Stationery,North,Alice,5,2,8,40,10,30
2294,2023-08-21,Desk Lamp,Furniture,North,David,5,25,65,325,125,200
2295,2023-08-22,Keyboard Mech,Electronics,West,Carol,1,55,130,130,55,75
2296,2023-08-22,USB-C Hub,Electronics,North,Eva,6,20,55,330,120,210
2297,2023-08-22,Sticky Notes,Stationery,West,Frank,8,2,8,64,16,48
2298,2023-08-22,Wireless Mouse,Electronics,West,Frank,9,15,35,315,135,180
2299,2023-08-23,Wireless Mouse,Electronics,East,Carol,10,15,35,350,150,200
2300,2023-08-23,Keyboard Mech,Electronics,North,Carol,5,55,130,650,275,375
2301,2023-08-23,Headphones,Electronics,West,Carol,6,60,150,900,360,540
2302,2023-08-23,Keyboard Mech,Electronics,North,David,4,55,130,520,220,300
2303,2023-08-23,Keyboard Mech,Electronics,West,Alice,4,55,130,520,220,300
2304,2023-08-23,Keyboard Mech,Electronics,West,Frank,6,55,130,780,330,450
2305,2023-08-24,USB-C Hub,Electronics,South,David,1,20,55,55,20,35
2306,2023-08-24,Pen Pack,Stationery,East,David,2,3,12,24,6,18
2307,2023-08-24,Headphones,Electronics,North,Alice,8,60,150,1200,480,720
2308,2023-08-24,Notebook Set,Stationery,North,David,1,5,18,18,5,13
2309,2023-08-25,Office Chair,Furniture,South,Frank,9,150,320,2880,1350,1530
2310,2023-08-25,Desk Lamp,Furniture,North,Frank,4,25,65,260,100,160
2311,2023-08-25,USB-C Hub,Electronics,West,Eva,8,20,55,440,160,280
2312,2023-08-26,Office Chair,Furniture,,Frank,3,150,320,960,450,510
2313,2023-08-26,Laptop Pro,Electronics,North,David,5,700,1200,6000,3500,2500
2314,2023-08-26,Desk Lamp,Furniture,North,Alice,3,25,65,195,75,120
2315,2023-08-27,Monitor 24in,Electronics,South,Alice,10,180,380,3800,1800,2000
2316,2023-08-27,Office Chair,Furniture,West,Carol,7,150,320,2240,1050,1190
2317,2023-08-27,Wireless Mouse,Electronics,East,Bob,10,15,35,350,150,200
2318,2023-08-28,Desk Lamp,Furniture,North,Carol,3,25,65,195,75,120
2319,2023-08-28,USB-C Hub,Electronics,East,Eva,7,20,55,385,140,245
2320,2023-08-28,USB-C Hub,Electronics,North,Bob,8,20,55,440,160,280
2321,2023-08-29,Keyboard Mech,Electronics,South,Alice,10,55,130,1300,550,750
2322,2023-08-29,Monitor 24in,Electronics,,Bob,2,180,380,760,360,400
2323,2023-08-29,Wireless Mouse,Electronics,West,Frank,10,15,35,350,150,200
2324,2023-08-30,Sticky Notes,Stationery,East,Eva,3,2,8,24,6,18
2325,2023-08-30,Monitor 24in,Electronics,South,Eva,7,180,380,2660,1260,1400
2326,2023-08-30,Sticky Notes,Stationery,West,Eva,1,2,8,8,2,6
2327,2023-08-30,Wireless Mouse,Electronics,North,Eva,5,15,35,175,75,100
2328,2023-08-30,Office Chair,Furniture,North,Eva,4,150,320,1280,600,680
2329,2023-08-30,Notebook Set,Stationery,West,Frank,9,5,18,162,45,117
2330,2023-08-31,Office Chair,Furniture,North,Bob,5,150,320,1600,750,850
2331,2023-08-31,Keyboard Mech,Electronics,South,Frank,8,55,130,1040,440,600
2332,2023-08-31,Laptop Pro,Electronics,East,Bob,1,700,1200,1200,700,500
2333,2023-08-31,Pen Pack,Stationery,West,Alice,5,3,12,60,15,45
2334,2023-08-31,Wireless Mouse,Electronics,South,Bob,1,15,35,35,15,20
2335,2023-08-31,Laptop Pro,Electronics,North,Bob,8,700,1200,9600,5600,4000
2336,2023-08-31,Sticky Notes,Stationery,East,David,8,2,8,64,16,48
